query_gene	target_gene
cluster_18763	LOC145248028
cluster_18764	LOC145248031
cluster_18766	LOC145248032
cluster_18767	LOC145247299
cluster_18772	LOC145248042
cluster_18779	LOC145248061
cluster_18781	LOC145248063
cluster_18787	LOC145296746
cluster_18789	LOC145296741
cluster_18792	LOC145292193
cluster_18806	LOC145286504
cluster_18807	LOC145286506
cluster_18813	LOC145286118
cluster_18818	LOC145276728
cluster_18826	LOC145297664
cluster_18831	LOC145292317
cluster_18832	LOC145296049
cluster_18843	LOC145260825
cluster_18849	LOC145294046
cluster_18852	LOC145297708
cluster_18858	LOC145293710
cluster_18860	LOC145293711
cluster_18868	LOC145293720
cluster_1887	LOC145286408
cluster_18881	LOC145270169
cluster_18882	LOC145293822
cluster_18883	LOC145293822
cluster_18888	LOC145266863
cluster_18892	LOC145259640
cluster_18898	LOC145259675
cluster_18903	LOC145268598
cluster_18905	LOC145268690
cluster_18912	LOC145288375
cluster_18938	LOC145256143
cluster_18939	LOC145256312
cluster_18943	LOC145255734
cluster_18946	LOC145255735
cluster_18947	LOC145239994
cluster_18948	LOC145239994
cluster_18950	LOC145291985
cluster_18958	LOC145263103
cluster_18962	LOC145254623
cluster_18963	LOC145254592
cluster_18965	LOC145254712
cluster_18966	LOC145254591
cluster_18967	LOC145254711
cluster_18969	LOC145254710
cluster_18970	LOC145254708
cluster_18971	LOC145254707
cluster_18972	LOC145254706
cluster_18973	LOC145296179
cluster_18977	LOC145254703
cluster_18978	LOC145254702
cluster_18979	LOC145254582
cluster_18980	LOC145254698
cluster_18982	LOC145254703
cluster_18983	LOC145263102
cluster_18984	LOC145254694
cluster_18987	LOC145261253
cluster_18989	LOC145261254
cluster_18998	LOC145297758
cluster_19000	LOC145292076
cluster_19001	LOC145263693
cluster_19006	LOC145263720
cluster_19013	LOC145261278
cluster_19015	LOC145252408
cluster_19027	LOC145296011
cluster_19028	LOC145296012
cluster_19033	LOC145291149
cluster_19042	LOC145240062
cluster_19053	LOC145291045
cluster_19055	LOC145295996
cluster_19061	LOC145267172
cluster_19062	LOC145267172
cluster_19075	LOC145271023
cluster_19079	LOC145271058
cluster_19082	LOC145252679
cluster_19092	LOC145297367
cluster_19095	LOC145297058
cluster_19106	LOC145259772
cluster_19109	LOC145269479
cluster_19121	LOC145259115
cluster_19122	LOC145243689
cluster_19123	LOC145259110
cluster_19127	LOC145284535
cluster_19130	LOC145284559
cluster_19131	LOC145276868
cluster_19139	LOC145265480
cluster_19140	LOC145258300
cluster_19142	LOC145258296
cluster_19149	LOC145276857
cluster_19150	LOC145276857
cluster_19151	LOC145276857
cluster_19152	LOC145276858
cluster_19154	LOC145242624
cluster_19156	LOC145242630
cluster_19160	LOC145242636
cluster_19173	LOC145284590
cluster_19177	LOC145263650
cluster_19187	LOC145263777
cluster_19188	LOC145263777
cluster_19195	LOC145295876
cluster_19197	LOC145296314
cluster_19198	LOC145296314
cluster_19199	LOC145296313
cluster_19221	LOC145295858
cluster_19226	LOC145295850
cluster_19231	LOC145269035
cluster_19232	LOC145269039
cluster_19238	LOC145294236
cluster_19239	LOC145294236
cluster_1924	LOC145280157
cluster_19243	LOC145268681
cluster_19246	LOC145252396
cluster_19248	LOC145252395
cluster_19249	LOC145252620
cluster_19252	LOC145252617
cluster_19255	LOC145252615
cluster_19256	LOC145259582
cluster_19263	LOC145286382
cluster_19265	LOC145280333
cluster_19277	LOC145291244
cluster_19278	LOC145263778
cluster_19284	LOC145248914
cluster_19285	LOC145248914
cluster_19286	LOC145263778
cluster_19289	LOC145248721
cluster_19293	LOC145246074
cluster_19294	LOC145261717
cluster_19295	LOC145256819
cluster_19302	LOC145291604
cluster_19304	LOC145291208
cluster_19305	LOC145291206
cluster_19309	LOC145291221
cluster_19318	LOC145258198
cluster_19323	LOC145280259
cluster_19326	LOC145255661
cluster_19331	LOC145259889
cluster_19334	LOC145270944
cluster_19335	LOC145268293
cluster_19336	LOC145278338
cluster_1935	LOC145277606
cluster_19354	LOC145254913
cluster_19357	LOC145254906
cluster_19370	LOC145277804
cluster_19375	LOC145278203
cluster_19378	LOC145277796
cluster_19381	LOC145277786
cluster_19384	LOC145277779
cluster_19385	LOC145245766
cluster_19387	LOC145247947
cluster_19393	LOC145295823
cluster_19396	LOC145295815
cluster_19398	LOC145296285
cluster_19405	LOC145259757
cluster_19408	LOC145259827
cluster_19410	LOC145262906
cluster_19413	LOC145262953
cluster_19414	LOC145297880
cluster_19430	LOC145267333
cluster_19431	LOC145267344
cluster_19433	LOC145243368
cluster_19436	LOC145282394
cluster_19437	LOC145278242
cluster_19438	LOC145278242
cluster_19447	LOC145254565
cluster_19451	LOC145260477
cluster_19454	LOC145265429
cluster_19463	LOC145287770
cluster_19465	LOC145252591
cluster_19470	LOC145293032
cluster_19472	LOC145270829
cluster_19485	LOC145291532
cluster_19492	LOC145256226
cluster_19500	LOC145256086
cluster_19505	LOC145256221
cluster_19508	LOC145256215
cluster_19510	LOC145256215
cluster_19511	LOC145291535
cluster_19515	LOC145256200
cluster_19520	LOC145291313
cluster_19548	LOC145296164
cluster_19559	LOC145288280
cluster_19562	LOC145287828
cluster_19568	LOC145266927
cluster_19572	LOC145267150
cluster_19576	LOC145287837
cluster_19577	LOC145287837
cluster_19578	LOC145288124
cluster_19580	LOC145258072
cluster_19589	LOC145291334
cluster_19590	LOC145291337
cluster_19594	LOC145291069
cluster_19607	LOC145296690
cluster_19610	LOC145293329
cluster_19613	LOC145293342
cluster_19614	LOC145293343
cluster_1962	LOC145296104
cluster_19622	LOC145276925
cluster_19631	LOC145242976
cluster_19636	LOC145284792
cluster_19637	LOC145284792
cluster_19640	LOC145292012
cluster_19642	LOC145284642
cluster_19644	LOC145292012
cluster_19650	LOC145255665
cluster_19652	LOC145263662
cluster_19657	LOC145303558
cluster_19658	LOC145303555
cluster_19660	LOC145303555
cluster_19662	LOC145303550
cluster_19664	LOC145295830
cluster_19669	LOC145291055
cluster_19674	LOC145293820
cluster_19677	LOC145246016
cluster_19683	LOC145293820
cluster_19685	LOC145268648
cluster_19686	LOC145293820
cluster_19687	LOC145278211
cluster_19689	LOC145296028
cluster_19693	LOC145269554
cluster_19699	LOC145252680
cluster_19704	LOC145248015
cluster_19711	LOC145242154
cluster_19714	LOC145242137
cluster_19720	LOC145242127
cluster_19723	LOC145242120
cluster_19726	LOC145269453
cluster_19729	LOC145269310
cluster_19732	LOC145269305
cluster_19734	LOC145269305
cluster_19738	LOC145284009
cluster_19740	LOC145283949
cluster_19742	LOC145283951
cluster_19752	LOC145293276
cluster_19757	LOC145293272
cluster_19759	LOC145293270
cluster_19760	LOC145293167
cluster_19767	LOC145283346
cluster_19770	LOC145293810
cluster_19773	LOC145280123
cluster_19778	LOC145280136
cluster_19787	LOC145280179
cluster_19801	LOC145293984
cluster_19808	LOC145252646
cluster_19814	LOC145252635
cluster_19822	LOC145278700
cluster_19823	LOC145258058
cluster_19827	LOC145256392
cluster_19828	LOC145256158
cluster_19839	LOC145284737
cluster_19843	LOC145284736
cluster_19844	LOC145284736
cluster_19848	LOC145294195
cluster_19849	LOC145292246
cluster_19850	LOC145292249
cluster_19855	LOC145293973
cluster_19857	LOC145266644
cluster_19861	LOC145291444
cluster_19865	LOC145239748
cluster_19869	LOC145247335
cluster_19874	LOC145293969
cluster_19876	LOC145247236
cluster_19878	LOC145247544
cluster_19880	LOC145247545
cluster_19886	LOC145276760
cluster_19887	LOC145277089
cluster_19891	LOC145276569
cluster_19896	LOC145276565
cluster_19899	LOC145293953
cluster_19900	LOC145276744
cluster_19908	LOC145259911
cluster_19913	LOC145245893
cluster_19919	LOC145261106
cluster_19920	LOC145261106
cluster_19922	LOC145261103
cluster_19923	LOC145241560
cluster_19924	LOC145241561
cluster_19928	LOC145241562
cluster_19931	LOC145261033
cluster_19932	LOC145263820
cluster_19939	LOC145243512
cluster_19943	LOC145286416
cluster_19944	LOC145263446
cluster_19949	LOC145261057
cluster_19958	LOC145260497
cluster_19966	LOC145263779
cluster_19968	LOC145287774
cluster_19969	LOC145261350
cluster_19978	LOC145292786
cluster_19980	LOC145259877
cluster_19987	LOC145277557
cluster_19989	LOC145293129
cluster_19991	LOC145293127
cluster_20003	LOC145288154
cluster_20006	LOC145287921
cluster_20008	LOC145287925
cluster_20011	LOC145247871
cluster_20014	LOC145260459
cluster_20017	LOC145277596
cluster_20019	LOC145277588
cluster_20021	LOC145293156
cluster_20022	LOC145284000
cluster_20031	LOC145294070
cluster_20042	LOC145288091
cluster_20044	LOC145288248
cluster_20047	LOC145254891
cluster_20048	LOC145284648
cluster_20052	LOC145284645
cluster_20063	LOC145241306
cluster_20071	LOC145279977
cluster_20076	LOC145258114
cluster_20077	LOC145258114
cluster_20080	LOC145258110
cluster_20084	LOC145259694
cluster_20088	LOC145259697
cluster_20090	LOC145286554
cluster_20101	LOC145292161
cluster_20103	LOC145292156
cluster_20109	LOC145293692
cluster_20110	LOC145294223
cluster_20111	LOC145294258
cluster_20115	LOC145293683
cluster_20116	LOC145297653
cluster_20118	LOC145268310
cluster_20125	LOC145269099
cluster_20127	LOC145268278
cluster_20129	LOC145243541
cluster_20130	LOC145248098
cluster_20137	LOC145276596
cluster_20140	LOC145297671
cluster_20141	LOC145295835
cluster_20145	LOC145296841
cluster_20152	LOC145259150
cluster_20157	LOC145292273
cluster_20160	LOC145285907
cluster_20169	LOC145292042
cluster_20172	LOC145292038
cluster_20181	LOC145254926
cluster_20188	LOC145240318
cluster_20194	LOC145286385
cluster_20197	LOC145285999
cluster_20198	LOC145261034
cluster_202	LOC145247951
cluster_20206	LOC145261173
cluster_2021	LOC145268264
cluster_20217	LOC145277461
cluster_20224	LOC145277602
cluster_20229	LOC145277975
cluster_20243	LOC145297634
cluster_20250	LOC145297641
cluster_20253	LOC145297645
cluster_20258	LOC145297907
cluster_20262	LOC145260624
cluster_20263	LOC145260625
cluster_20264	LOC145259584
cluster_20265	LOC145260628
cluster_20266	LOC145263046
cluster_20267	LOC145263049
cluster_20268	LOC145263049
cluster_20269	LOC145263049
cluster_20270	LOC145263049
cluster_20273	LOC145263025
cluster_20274	LOC145256170
cluster_20275	LOC145256169
cluster_20287	LOC145245726
cluster_20299	LOC145259668
cluster_20309	LOC145259671
cluster_20319	LOC145263937
cluster_20327	LOC145243048
cluster_20331	LOC145241963
cluster_20334	LOC145284521
cluster_20335	LOC145284522
cluster_20336	LOC145284525
cluster_20338	LOC145256258
cluster_20342	LOC145259103
cluster_20343	LOC145259103
cluster_20347	LOC145259787
cluster_20354	LOC145259630
cluster_20355	LOC145245932
cluster_2036	LOC145268840
cluster_20362	LOC145245950
cluster_20365	LOC145245952
cluster_20366	LOC145245952
cluster_20367	LOC145245951
cluster_20371	LOC145278316
cluster_20383	LOC145291470
cluster_20384	LOC145291470
cluster_20385	LOC145291476
cluster_20387	LOC145291474
cluster_20390	LOC145291477
cluster_20392	LOC145277829
cluster_20397	LOC145265574
cluster_20399	LOC145243475
cluster_20400	LOC145263634
cluster_20403	LOC145296991
cluster_20404	LOC145296988
cluster_20406	LOC145296736
cluster_20408	LOC145297078
cluster_20415	LOC145241557
cluster_20416	LOC145254690
cluster_20425	LOC145255593
cluster_20430	LOC145255532
cluster_20432	LOC145255830
cluster_20434	LOC145266422
cluster_20445	LOC145247806
cluster_20450	LOC145246490
cluster_20457	LOC145255584
cluster_20458	LOC145247890
cluster_20472	LOC145240131
cluster_20473	LOC145303596
cluster_20474	LOC145303598
cluster_20475	LOC145240218
cluster_20477	LOC145240219
cluster_20478	LOC145303604
cluster_20479	LOC145303601
cluster_20485	LOC145293074
cluster_20492	LOC145254729
cluster_20497	LOC145278159
cluster_20509	LOC145287800
cluster_20513	LOC145268309
cluster_20518	LOC145277513
cluster_20524	LOC145255841
cluster_20526	LOC145255838
cluster_20527	LOC145245654
cluster_20532	LOC145246058
cluster_20535	LOC145246066
cluster_20542	LOC145255560
cluster_20544	LOC145255826
cluster_20545	LOC145255827
cluster_20546	LOC145256129
cluster_20548	LOC145255562
cluster_20552	LOC145279581
cluster_20557	LOC145248258
cluster_20562	LOC145248270
cluster_20564	LOC145248284
cluster_20567	LOC145248285
cluster_20568	LOC145247846
cluster_20569	LOC145263818
cluster_20572	LOC145263736
cluster_20573	LOC145263607
cluster_20574	LOC145263612
cluster_20575	LOC145263611
cluster_20581	LOC145253280
cluster_20586	LOC145253291
cluster_20590	LOC145252652
cluster_20597	LOC145298045
cluster_20598	LOC145240887
cluster_20601	LOC145298239
cluster_20604	LOC145260429
cluster_20608	LOC145241318
cluster_20610	LOC145241310
cluster_20612	LOC145241302
cluster_20617	LOC145285801
cluster_2062	LOC145249442
cluster_20622	LOC145271383
cluster_20627	LOC145266571
cluster_20629	LOC145266571
cluster_20631	LOC145266575
cluster_20632	LOC145297832
cluster_20633	LOC145270142
cluster_20638	LOC145270063
cluster_20645	LOC145277468
cluster_20652	LOC145297813
cluster_20660	LOC145297797
cluster_20661	LOC145297918
cluster_20662	LOC145297793
cluster_20663	LOC145297794
cluster_20667	LOC145269264
cluster_20668	LOC145266994
cluster_20682	LOC145252508
cluster_20689	LOC145280132
cluster_20691	LOC145276861
cluster_20695	LOC145268354
cluster_20699	LOC145243561
cluster_20707	LOC145240375
cluster_20721	LOC145268670
cluster_20722	LOC145276630
cluster_20726	LOC145268353
cluster_20731	LOC145276634
cluster_20735	LOC145276638
cluster_20742	LOC145288146
cluster_20749	LOC145287889
cluster_20754	LOC145287865
cluster_20756	LOC145287871
cluster_20759	LOC145283595
cluster_2076	LOC145279738
cluster_20760	LOC145254570
cluster_20769	LOC145288222
cluster_20770	LOC145288103
cluster_20774	LOC145288222
cluster_20776	LOC145288107
cluster_20782	LOC145260225
cluster_20792	LOC145256542
cluster_20793	LOC145256542
cluster_20798	LOC145246115
cluster_20804	LOC145249497
cluster_20809	LOC145249351
cluster_20811	LOC145249484
cluster_20812	LOC145249487
cluster_20813	LOC145249474
cluster_20824	LOC145249545
cluster_20827	LOC145245909
cluster_20828	LOC145270362
cluster_20829	LOC145268204
cluster_20834	LOC145295937
cluster_20835	LOC145295937
cluster_20837	LOC145296260
cluster_20843	LOC145268204
cluster_20846	LOC145266289
cluster_20849	LOC145286507
cluster_20854	LOC145296638
cluster_20858	LOC145287785
cluster_20862	LOC145248077
cluster_20866	LOC145293280
cluster_20867	LOC145293280
cluster_20871	LOC145256537
cluster_20872	LOC145256537
cluster_20873	LOC145260336
cluster_20878	LOC145260324
cluster_20879	LOC145260324
cluster_20880	LOC145260676
cluster_20881	LOC145260676
cluster_20892	LOC145278296
cluster_20901	LOC145240317
cluster_20902	LOC145243541
cluster_20907	LOC145243541
cluster_20917	LOC145291306
cluster_20925	LOC145243878
cluster_20926	LOC145268221
cluster_20944	LOC145247969
cluster_20945	LOC145247969
cluster_20953	LOC145256075
cluster_20956	LOC145256195
cluster_20959	LOC145256198
cluster_20961	LOC145296922
cluster_20966	LOC145241324
cluster_20967	LOC145276570
cluster_20968	LOC145276570
cluster_20969	LOC145276570
cluster_20977	LOC145277850
cluster_20978	LOC145257924
cluster_20981	LOC145241328
cluster_20982	LOC145291057
cluster_20985	LOC145247404
cluster_20986	LOC145247404
cluster_20987	LOC145247399
cluster_20993	LOC145247214
cluster_21001	LOC145241331
cluster_21006	LOC145258351
cluster_21008	LOC145261075
cluster_21010	LOC145261075
cluster_21016	LOC145279766
cluster_21018	LOC145292346
cluster_21022	LOC145276962
cluster_21024	LOC145276962
cluster_21026	LOC145291284
cluster_21028	LOC145291295
cluster_21030	LOC145291309
cluster_21032	LOC145254563
cluster_21033	LOC145254563
cluster_21039	LOC145242427
cluster_21044	LOC145268728
cluster_21046	LOC145268727
cluster_21049	LOC145268601
cluster_21051	LOC145267860
cluster_21061	LOC145246077
cluster_21062	LOC145246077
cluster_21066	LOC145288277
cluster_21068	LOC145247176
cluster_2107	LOC145247898
cluster_21072	LOC145266688
cluster_21073	LOC145247179
cluster_21075	LOC145247181
cluster_21079	LOC145269224
cluster_21089	LOC145255597
cluster_21091	LOC145249342
cluster_21092	LOC145249433
cluster_21110	LOC145271199
cluster_21119	LOC145245998
cluster_21122	LOC145292801
cluster_21134	LOC145254517
cluster_21135	LOC145260558
cluster_21145	LOC145292080
cluster_21148	LOC145277845
cluster_2115	LOC145283806
cluster_21153	LOC145248787
cluster_21154	LOC145248787
cluster_21155	LOC145248637
cluster_21165	LOC145288311
cluster_21169	LOC145239859
cluster_2117	LOC145283840
cluster_21179	LOC145292927
cluster_21180	LOC145292927
cluster_21191	LOC145296882
cluster_21193	LOC145296876
cluster_21198	LOC145293826
cluster_21200	LOC145293826
cluster_21201	LOC145294173
cluster_21202	LOC145293826
cluster_21203	LOC145247363
cluster_21206	LOC145291189
cluster_2121	LOC145268799
cluster_21215	LOC145242678
cluster_21216	LOC145270797
cluster_21218	LOC145265363
cluster_21220	LOC145269631
cluster_21227	LOC145252608
cluster_21229	LOC145252607
cluster_21232	LOC145252599
cluster_21237	LOC145252584
cluster_21240	LOC145252585
cluster_21243	LOC145285996
cluster_21245	LOC145269475
cluster_21246	LOC145263091
cluster_21249	LOC145276953
cluster_21257	LOC145292793
cluster_21261	LOC145293232
cluster_21262	LOC145293233
cluster_21266	LOC145242523
cluster_21267	LOC145248132
cluster_21273	LOC145293091
cluster_21274	LOC145242378
cluster_21277	LOC145241089
cluster_21298	LOC145271400
cluster_21302	LOC145270166
cluster_21310	LOC145297878
cluster_21313	LOC145241660
cluster_21316	LOC145241469
cluster_21317	LOC145241614
cluster_21326	LOC145283907
cluster_21327	LOC145293101
cluster_21329	LOC145283628
cluster_21336	LOC145283903
cluster_21343	LOC145265663
cluster_21345	LOC145265547
cluster_21346	LOC145265661
cluster_21348	LOC145265535
cluster_21349	LOC145265532
cluster_2135	LOC145263901
cluster_21364	LOC145243776
cluster_21377	LOC145293106
cluster_21384	LOC145258271
cluster_21392	LOC145293183
cluster_2140	LOC145242924
cluster_21403	LOC145292757
cluster_21405	LOC145263035
cluster_21428	LOC145268371
cluster_21429	LOC145246609
cluster_2143	LOC145241998
cluster_21436	LOC145255817
cluster_21442	LOC145255758
cluster_21445	LOC145255527
cluster_21448	LOC145291412
cluster_21459	LOC145266697
cluster_21461	LOC145245845
cluster_21463	LOC145245581
cluster_21464	LOC145261258
cluster_21465	LOC145261275
cluster_21468	LOC145293331
cluster_21479	LOC145241289
cluster_21486	LOC145248184
cluster_21487	LOC145248184
cluster_21497	LOC145268201
cluster_21498	LOC145268201
cluster_21499	LOC145268201
cluster_21500	LOC145268201
cluster_21501	LOC145268392
cluster_21502	LOC145268391
cluster_21504	LOC145271205
cluster_21515	LOC145254511
cluster_21516	LOC145260690
